STATE,Name,NAME,District,ASSET_2001,ASSET_2011,Asset Change
6,HARYANA,Fatehabad,78,1,3,1
6,HARYANA,Sirsa,79,2,3,1
6,HARYANA,Hisar,80,2,3,1
6,HARYANA,Bhiwani,81,1,2,1
6,HARYANA,Rohtak,82,2,3,1
6,HARYANA,Jhajjar,83,2,3,1
6,HARYANA,Mahendragarh,84,1,2,1
6,HARYANA,Rewari,85,2,3,1
6,HARYANA,Gurgaon,86,2,3,1
6,HARYANA,Faridabad,88,2,3,1
7,NCT OF DELHI,North West ,90,3,3,0
7,NCT OF DELHI,North,91,3,3,0
7,NCT OF DELHI,North East,92,3,3,0
7,NCT OF DELHI,East,93,3,3,0
7,NCT OF DELHI,New Delhi,94,3,3,0
7,NCT OF DELHI,Central,95,3,3,0
7,NCT OF DELHI,West,96,3,3,0
7,NCT OF DELHI,South West,97,3,3,0
7,NCT OF DELHI,South,98,3,3,0
8,RAJASTHAN,Ganganagar,99,2,2,0
8,RAJASTHAN,Hanumangarh,100,1,2,1
8,RAJASTHAN,Bikaner,101,1,2,1
8,RAJASTHAN,Churu,102,1,2,1
8,RAJASTHAN,Jhunjhunun,103,1,2,1
8,RAJASTHAN,Alwar,104,1,2,1
8,RAJASTHAN,Bharatpur,105,1,2,1
8,RAJASTHAN,Dhaulpur,106,1,1,0
8,RAJASTHAN,Karauli,107,1,1,0
8,RAJASTHAN,Sawai Madhopur,108,1,2,1
8,RAJASTHAN,Dausa,109,1,2,1
8,RAJASTHAN,Jaipur,110,2,3,1
8,RAJASTHAN,Sikar,111,1,2,1
8,RAJASTHAN,Nagaur,112,1,2,1
8,RAJASTHAN,Jodhpur,113,1,2,1
8,RAJASTHAN,Jaisalmer,114,1,1,0
8,RAJASTHAN,Barmer,115,1,1,0
8,RAJASTHAN,Jalor,116,1,1,0
8,RAJASTHAN,Sirohi,117,1,2,1
8,RAJASTHAN,Pali,118,1,2,1
8,RAJASTHAN,Ajmer,119,1,2,1
8,RAJASTHAN,Tonk,120,1,2,1
8,RAJASTHAN,Bundi,121,1,2,1
8,RAJASTHAN,Bhilwara,122,1,2,1
8,RAJASTHAN,Rajsamand,123,1,2,1
8,RAJASTHAN,Dungarpur,124,1,1,0
8,RAJASTHAN,Banswara,125,1,1,0
8,RAJASTHAN,Chittaurgarh,126,1,2,1
8,RAJASTHAN,Kota,127,2,3,1
8,RAJASTHAN,Baran,128,1,2,1
8,RAJASTHAN,Jhalawar,129,1,2,1
8,RAJASTHAN,Udaipur,130,1,1,0
9,UTTAR PRADESH,Saharanpur,132,1,2,1
9,UTTAR PRADESH,Muzaffarnagar,133,1,2,1
9,UTTAR PRADESH,Bijnor,134,1,2,1
9,UTTAR PRADESH,Moradabad,135,1,2,1
9,UTTAR PRADESH,Rampur,136,1,2,1
9,UTTAR PRADESH,Jyotiba Phule Nagar,137,1,2,1
9,UTTAR PRADESH,Meerut,138,2,3,1
9,UTTAR PRADESH,Baghpat,139,1,2,1
9,UTTAR PRADESH,Ghaziabad,140,2,3,1
9,UTTAR PRADESH,Gautam Buddha Nagar,141,2,3,1
9,UTTAR PRADESH,Bulandshahar ,142,1,2,1
9,UTTAR PRADESH,Aligarh,143,1,2,1
9,UTTAR PRADESH,Hathras ,144,1,2,1
9,UTTAR PRADESH,Mathura,145,1,2,1
9,UTTAR PRADESH,Agra,146,2,3,1
9,UTTAR PRADESH,Firozabad,147,1,2,1
9,UTTAR PRADESH,Mainpuri,148,1,2,1
9,UTTAR PRADESH,Budaun,149,1,1,0
9,UTTAR PRADESH,Bareilly,150,1,2,1
9,UTTAR PRADESH,Pilibhit,151,1,2,1
9,UTTAR PRADESH,Shahjahanpur,152,1,1,0
9,UTTAR PRADESH,Kheri,153,1,1,0
9,UTTAR PRADESH,Sitapur,154,1,1,0
9,UTTAR PRADESH,Hardoi,155,1,1,0
9,UTTAR PRADESH,Unnao,156,1,1,0
9,UTTAR PRADESH,Lucknow,157,2,3,1
9,UTTAR PRADESH,Rae Bareli,158,1,1,0
9,UTTAR PRADESH,Farrukhabad,159,1,2,1
9,UTTAR PRADESH,Kannauj,160,1,1,0
9,UTTAR PRADESH,Etawah,161,1,2,1
9,UTTAR PRADESH,Auraiya,162,1,1,0
9,UTTAR PRADESH,Kanpur Dehat,163,1,1,0
9,UTTAR PRADESH,Kanpur Nagar,164,2,2,0
9,UTTAR PRADESH,Jalaun ,165,1,2,1
9,UTTAR PRADESH,Jhansi,166,1,2,1
9,UTTAR PRADESH,Lalitpur,167,1,1,0
9,UTTAR PRADESH,Hamirpur,168,1,1,0
9,UTTAR PRADESH,Mahoba,169,1,2,1
9,UTTAR PRADESH,Banda,170,1,1,0
9,UTTAR PRADESH,Chitrakoot,171,1,1,0
9,UTTAR PRADESH,Fatehpur,172,1,1,0
9,UTTAR PRADESH,Pratapgarh,173,1,2,1
9,UTTAR PRADESH,Kaushambi,174,1,1,0
9,UTTAR PRADESH,Allahabad ,175,1,2,1
9,UTTAR PRADESH,Barabanki,176,1,1,0
9,UTTAR PRADESH,Faizabad,177,1,2,1
9,UTTAR PRADESH,Ambedkar Nagar,178,1,1,0
9,UTTAR PRADESH,Sultanpur,179,1,2,1
9,UTTAR PRADESH,Bahraich,180,1,1,0
9,UTTAR PRADESH,Shrawasti,181,1,1,0
9,UTTAR PRADESH,Balrampur,182,1,1,0
9,UTTAR PRADESH,Gonda,183,1,1,0
9,UTTAR PRADESH,Siddharthnagar,184,1,1,0
9,UTTAR PRADESH,Basti,185,1,2,1
9,UTTAR PRADESH,Sant Kabir Nagar,186,1,2,1
9,UTTAR PRADESH,Mahrajganj,187,1,1,0
9,UTTAR PRADESH,Gorakhpur,188,1,2,1
9,UTTAR PRADESH,Kushinagar,189,1,1,0
9,UTTAR PRADESH,Deoria,190,1,2,1
9,UTTAR PRADESH,Azamgarh,191,1,2,1
9,UTTAR PRADESH,Mau,192,1,2,1
9,UTTAR PRADESH,Ballia,193,1,2,1
9,UTTAR PRADESH,Jaunpur,194,1,2,1
9,UTTAR PRADESH,Ghazipur,195,1,2,1
9,UTTAR PRADESH,Chandauli,196,1,2,1
9,UTTAR PRADESH,Varanasi,197,2,2,0
9,UTTAR PRADESH,Sant Ravidas Nagar Bhadohi,198,1,2,1
9,UTTAR PRADESH,Mirzapur,199,1,2,1
9,UTTAR PRADESH,Sonbhadra,200,1,1,0
9,UTTAR PRADESH,Etah,201,1,2,1
10,BIHAR,Pashchim Champaran,203,1,1,0
10,BIHAR,Purba Champaran,204,1,1,0
10,BIHAR,Sheohar,205,1,1,0
10,BIHAR,Sitamarhi,206,1,1,0
10,BIHAR,Madhubani,207,1,1,0
10,BIHAR,Supaul,208,1,1,0
10,BIHAR,Araria,209,1,1,0
10,BIHAR,Kishanganj,210,1,1,0
10,BIHAR,Purnia,211,1,1,0
10,BIHAR,Katihar,212,1,1,0
10,BIHAR,Madhepura,213,1,1,0
10,BIHAR,Saharsa,214,1,1,0
10,BIHAR,Darbhanga,215,1,1,0
10,BIHAR,Muzaffarpur,216,1,1,0
10,BIHAR,Gopalganj,217,1,1,0
10,BIHAR,Siwan,218,1,1,0
10,BIHAR,Saran,219,1,1,0
10,BIHAR,Vaishali,220,1,1,0
10,BIHAR,Samastipur,221,1,1,0
10,BIHAR,Begusarai,222,1,1,0
10,BIHAR,Khagaria,223,1,1,0
10,BIHAR,Bhagalpur,224,1,1,0
10,BIHAR,Banka,225,1,1,0
10,BIHAR,Munger,226,1,1,0
10,BIHAR,Lakhisarai,227,1,1,0
10,BIHAR,Sheikhpura,228,1,1,0
10,BIHAR,Nalanda,229,1,1,0
10,BIHAR,Patna,230,1,2,1
10,BIHAR,Bhojpur,231,1,1,0
10,BIHAR,Buxar,232,1,1,0
10,BIHAR,Kaimur (Bhabua),233,1,1,0
10,BIHAR,Rohtas,234,1,2,1
10,BIHAR,Aurangabad,235,1,1,0
10,BIHAR,Gaya,236,1,1,0
10,BIHAR,Nawada,237,1,1,0
10,BIHAR,Jamui,238,1,1,0
10,BIHAR,Jehanabad ,239,1,1,0
11,SIKKIM,North ,241,1,2,1
11,SIKKIM,West,242,1,2,1
11,SIKKIM,South,243,1,2,1
11,SIKKIM,East,244,2,2,0
12,ARUNACHAL PRADESH,Tawang,245,1,1,0
12,ARUNACHAL PRADESH,West Kameng,246,1,2,1
12,ARUNACHAL PRADESH,East Kameng,247,1,1,0
12,ARUNACHAL PRADESH,Papum Pare,248,2,3,1
12,ARUNACHAL PRADESH,Upper Subansiri,249,1,1,0
12,ARUNACHAL PRADESH,West Siang,250,1,2,1
12,ARUNACHAL PRADESH,East Siang,251,1,2,1
12,ARUNACHAL PRADESH,Upper Siang,252,1,1,0
12,ARUNACHAL PRADESH,Changlang,253,1,1,0
12,ARUNACHAL PRADESH,Tirap,254,1,1,0
12,ARUNACHAL PRADESH,Lower Subansiri,255,1,1,0
12,ARUNACHAL PRADESH,Dibang Valley,257,1,2,1
12,ARUNACHAL PRADESH,Lohit,259,1,1,0
13,NAGALAND,Mon,261,1,1,0
13,NAGALAND,Mokokchung,262,1,2,1
13,NAGALAND,Zunheboto,263,1,1,0
13,NAGALAND,Wokha,264,1,1,0
13,NAGALAND,Dimapur,265,1,2,1
13,NAGALAND,Phek,266,1,1,0
13,NAGALAND,Tuensang,267,1,1,0
13,NAGALAND,Kohima,270,1,2,1
14,MANIPUR,Senapati (Excluding 3 Sub-Divisions),272,1,1,0
14,MANIPUR,Tamenglong,273,1,1,0
14,MANIPUR,Churachandpur,274,1,1,0
14,MANIPUR,Bishnupur,275,1,2,1
14,MANIPUR,Thoubal,276,1,2,1
14,MANIPUR,Imphal West,277,2,3,1
14,MANIPUR,Imphal East,278,1,3,1
14,MANIPUR,Ukhrul,279,1,1,0
14,MANIPUR,Chandel,280,1,1,0
15,MIZORAM,Mamit,281,1,2,1
15,MIZORAM,Kolasib,282,1,2,1
15,MIZORAM,Aizawl,283,1,3,1
15,MIZORAM,Champhai,284,1,2,1
15,MIZORAM,Serchhip,285,1,2,1
15,MIZORAM,Lunglei,286,1,2,1
15,MIZORAM,Lawngtlai,287,1,1,0
15,MIZORAM,Saiha,288,1,2,1
16,TRIPURA,West Tripura ,289,1,2,1
16,TRIPURA,South Tripura ,290,1,1,0
16,TRIPURA,Dhalai,291,1,1,0
16,TRIPURA,North Tripura ,292,1,1,0
17,MEGHALAYA,West Garo Hills,293,1,1,0
17,MEGHALAYA,East Garo Hills,294,1,1,0
17,MEGHALAYA,South Garo Hills,295,1,1,0
17,MEGHALAYA,West Khasi Hills,296,1,1,0
17,MEGHALAYA,Ri Bhoi,297,1,1,0
17,MEGHALAYA,East Khasi Hills,298,1,2,1
17,MEGHALAYA,Jaintia Hills,299,1,1,0
18,ASSAM,Kokrajhar,300,1,1,0
18,ASSAM,Dhubri,301,1,1,0
18,ASSAM,Goalpara,302,1,1,0
18,ASSAM,Barpeta,303,1,1,0
18,ASSAM,Marigaon,304,1,1,0
18,ASSAM,Nagaon,305,1,1,0
18,ASSAM,Sonitpur,306,1,1,0
18,ASSAM,Lakhimpur,307,1,1,0
18,ASSAM,Dhemaji,308,1,1,0
18,ASSAM,Tinsukia,309,1,2,1
18,ASSAM,Dibrugarh,310,1,2,1
18,ASSAM,Sibsagar,311,1,2,1
18,ASSAM,Jorhat,312,1,2,1
18,ASSAM,Golaghat,313,1,1,0
18,ASSAM,Karbi Anglong,314,1,1,0
18,ASSAM,North Cachar Hills,315,1,1,0
18,ASSAM,Cachar,316,1,1,0
18,ASSAM,Karimganj,317,1,1,0
18,ASSAM,Hailakandi,318,1,1,0
18,ASSAM,Bongaigaon,319,1,1,0
18,ASSAM,Kamrup,321,1,2,1
18,ASSAM,Nalbari,323,1,1,0
18,ASSAM,Darrang,325,1,1,0
19,WEST BENGAL,Darjiling ,327,1,2,1
19,WEST BENGAL,Jalpaiguri ,328,1,1,0
19,WEST BENGAL,Koch Bihar ,329,1,1,0
19,WEST BENGAL,Uttar Dinajpur,330,1,1,0
19,WEST BENGAL,Dakshin Dinajpur,331,1,1,0
19,WEST BENGAL,Maldah ,332,1,1,0
19,WEST BENGAL,Murshidabad ,333,1,1,0
19,WEST BENGAL,Birbhum,334,1,1,0
19,WEST BENGAL,Barddhaman ,335,1,2,1
19,WEST BENGAL,Nadia ,336,1,1,0
19,WEST BENGAL,North Twenty Four Parganas,337,1,2,1
19,WEST BENGAL,Hugli ,338,1,2,1
19,WEST BENGAL,Bankura ,339,1,1,0
19,WEST BENGAL,Puruliya,340,1,1,0
19,WEST BENGAL,Haora ,341,1,2,1
19,WEST BENGAL,Kolkata,342,2,3,1
19,WEST BENGAL,South  Twenty Four Parganas,343,1,1,0
19,WEST BENGAL,Medinipur ,344,1,1,0
20,JHARKHAND,Garhwa,346,1,1,0
20,JHARKHAND,Chatra,347,1,1,0
20,JHARKHAND,Kodarma,348,1,2,1
20,JHARKHAND,Giridih,349,1,1,0
20,JHARKHAND,Deoghar,350,1,1,0
20,JHARKHAND,Godda,351,1,1,0
20,JHARKHAND,Sahibganj,352,1,1,0
20,JHARKHAND,Pakaur,353,1,1,0
20,JHARKHAND,Dhanbad,354,1,2,1
20,JHARKHAND,Bokaro,355,1,2,1
20,JHARKHAND,Lohardaga,356,1,1,0
20,JHARKHAND,Purbi Singhbhum,357,1,2,1
20,JHARKHAND,Palamu,358,1,1,0
20,JHARKHAND,Hazaribagh,360,1,2,1
20,JHARKHAND,Dumka,362,1,1,0
20,JHARKHAND,Ranchi,364,1,2,1
20,JHARKHAND,Gumla,366,1,1,0
20,JHARKHAND,Pashchimi Singhbhum,368,1,1,0
21,ODISHA,Bargarh,370,1,1,0
21,ODISHA,Jharsuguda,371,1,2,1
21,ODISHA,Sambalpur,372,1,1,0
21,ODISHA,Debagarh,373,1,1,0
21,ODISHA,Sundargarh,374,1,1,0
21,ODISHA,Kendujhar,375,1,1,0
21,ODISHA,Mayurbhanj,376,1,1,0
21,ODISHA,Baleshwar,377,1,1,0
21,ODISHA,Bhadrak,378,1,1,0
21,ODISHA,Kendrapara,379,1,1,0
21,ODISHA,Jagatsinghapur,380,1,2,1
21,ODISHA,Cuttack,381,1,2,1
21,ODISHA,Jajapur,382,1,1,0
21,ODISHA,Dhenkanal,383,1,1,0
21,ODISHA,Anugul,384,1,1,0
21,ODISHA,Nayagarh,385,1,1,0
21,ODISHA,Khordha,386,2,2,0
21,ODISHA,Puri,387,1,1,0
21,ODISHA,Ganjam,388,1,1,0
21,ODISHA,Gajapati,389,1,1,0
21,ODISHA,Kandhamal,390,1,1,0
21,ODISHA,Baudh,391,1,1,0
21,ODISHA,Sonapur,392,1,1,0
21,ODISHA,Balangir,393,1,1,0
21,ODISHA,Nuapada,394,1,1,0
21,ODISHA,Kalahandi,395,1,1,0
21,ODISHA,Rayagada,396,1,1,0
21,ODISHA,Nabarangapur,397,1,1,0
21,ODISHA,Koraput,398,1,1,0
21,ODISHA,Malkangiri,399,1,1,0
22,CHHATTISGARH,Koriya,400,1,1,0
22,CHHATTISGARH,Surguja,401,1,1,0
22,CHHATTISGARH,Jashpur,402,1,1,0
22,CHHATTISGARH,Raigarh,403,1,1,0
22,CHHATTISGARH,Korba,404,1,1,0
22,CHHATTISGARH,Janjgir - Champa,405,1,1,0
22,CHHATTISGARH,Bilaspur,406,1,1,0
22,CHHATTISGARH,Kawardha,407,1,1,0
22,CHHATTISGARH,Rajnandgaon,408,1,1,0
22,CHHATTISGARH,Durg,409,1,2,1
22,CHHATTISGARH,Raipur,410,1,2,1
22,CHHATTISGARH,Mahasamund,411,1,1,0
22,CHHATTISGARH,Dhamtari,412,1,1,0
22,CHHATTISGARH,Kanker,413,1,1,0
22,CHHATTISGARH,Bastar,414,1,1,0
22,CHHATTISGARH,Dantewada,416,1,1,0
23,MADHYA PRADESH,Sheopur,418,1,1,0
23,MADHYA PRADESH,Morena,419,1,1,0
23,MADHYA PRADESH,Bhind,420,1,1,0
23,MADHYA PRADESH,Gwalior,421,2,3,1
23,MADHYA PRADESH,Datia,422,1,2,1
23,MADHYA PRADESH,Shivpuri,423,1,1,0
23,MADHYA PRADESH,Tikamgarh,424,1,1,0
23,MADHYA PRADESH,Chhatarpur,425,1,1,0
23,MADHYA PRADESH,Panna,426,1,1,0
23,MADHYA PRADESH,Sagar,427,1,1,0
23,MADHYA PRADESH,Damoh,428,1,1,0
23,MADHYA PRADESH,Satna,429,1,1,0
23,MADHYA PRADESH,Rewa,430,1,1,0
23,MADHYA PRADESH,Umaria,431,1,1,0
23,MADHYA PRADESH,Neemuch,432,2,2,0
23,MADHYA PRADESH,Mandsaur,433,1,2,1
23,MADHYA PRADESH,Ratlam,434,1,2,1
23,MADHYA PRADESH,Ujjain,435,2,2,0
23,MADHYA PRADESH,Shajapur,436,1,1,0
23,MADHYA PRADESH,Dewas,437,1,2,1
23,MADHYA PRADESH,Dhar,438,1,1,0
23,MADHYA PRADESH,Indore,439,3,3,0
23,MADHYA PRADESH,West Nimar,440,1,1,0
23,MADHYA PRADESH,Barwani,441,1,1,0
23,MADHYA PRADESH,Rajgarh,442,1,1,0
23,MADHYA PRADESH,Vidisha,443,1,1,0
23,MADHYA PRADESH,Bhopal,444,3,3,0
23,MADHYA PRADESH,Sehore,445,1,2,1
23,MADHYA PRADESH,Raisen,446,1,1,0
23,MADHYA PRADESH,Betul,447,1,1,0
23,MADHYA PRADESH,Harda,448,1,2,1
23,MADHYA PRADESH,Hoshangabad,449,1,2,1
23,MADHYA PRADESH,Katni,450,1,1,0
23,MADHYA PRADESH,Jabalpur,451,2,2,0
23,MADHYA PRADESH,Narsimhapur,452,1,1,0
23,MADHYA PRADESH,Dindori,453,1,1,0
23,MADHYA PRADESH,Mandla,454,1,1,0
23,MADHYA PRADESH,Chhindwara,455,1,1,0
23,MADHYA PRADESH,Seoni,456,1,1,0
23,MADHYA PRADESH,Balaghat,457,1,1,0
23,MADHYA PRADESH,Guna,458,1,1,0
23,MADHYA PRADESH,Shahdol,460,1,1,0
23,MADHYA PRADESH,Sidhi,462,1,1,0
23,MADHYA PRADESH,Jhabua,464,1,1,0
23,MADHYA PRADESH,East Nimar,466,1,1,0
24,GUJARAT,Kachchh,468,2,2,0
24,GUJARAT,Banas Kantha,469,1,2,1
24,GUJARAT,Patan,470,1,2,1
24,GUJARAT,Mahesana,471,1,2,1
24,GUJARAT,Sabar Kantha,472,1,2,1
24,GUJARAT,Gandhinagar,473,2,3,1
24,GUJARAT,Ahmadabad,474,3,3,0
24,GUJARAT,Surendranagar,475,1,2,1
24,GUJARAT,Rajkot,476,2,3,1
24,GUJARAT,Jamnagar,477,2,3,1
24,GUJARAT,Porbandar,478,2,3,1
24,GUJARAT,Junagadh,479,2,3,1
24,GUJARAT,Amreli,480,1,2,1
24,GUJARAT,Bhavnagar,481,1,2,1
24,GUJARAT,Anand,482,1,2,1
24,GUJARAT,Kheda,483,1,1,0
24,GUJARAT,Panch Mahals,484,1,1,0
24,GUJARAT,Dohad,485,1,1,0
24,GUJARAT,Vadodara,486,2,3,1
24,GUJARAT,Narmada,487,1,1,0
24,GUJARAT,Bharuch,488,1,2,1
24,GUJARAT,The Dangs,489,1,1,0
24,GUJARAT,Navsari,490,1,2,1
24,GUJARAT,Valsad,491,1,2,1
24,GUJARAT,Surat,492,2,3,1
25,DAMAN & DIU,Diu,494,2,3,1
25,DAMAN & DIU,Daman,495,2,2,0
26,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli,496,1,2,1
27,MAHARASHTRA,Nandurbar,497,1,1,0
27,MAHARASHTRA,Dhule,498,1,2,1
27,MAHARASHTRA,Jalgaon,499,1,2,1
27,MAHARASHTRA,Buldana,500,1,2,1
27,MAHARASHTRA,Akola,501,1,2,1
27,MAHARASHTRA,Washim,502,1,2,1
27,MAHARASHTRA,Amravati,503,1,2,1
27,MAHARASHTRA,Wardha,504,1,2,1
27,MAHARASHTRA,Nagpur,505,2,3,1
27,MAHARASHTRA,Bhandara,506,1,2,1
27,MAHARASHTRA,Gondiya,507,1,1,0
27,MAHARASHTRA,Gadchiroli,508,1,1,0
27,MAHARASHTRA,Chandrapur,509,1,2,1
27,MAHARASHTRA,Yavatmal,510,1,1,0
27,MAHARASHTRA,Nanded,511,1,2,1
27,MAHARASHTRA,Hingoli,512,1,2,1
27,MAHARASHTRA,Parbhani,513,1,2,1
27,MAHARASHTRA,Jalna,514,1,2,1
27,MAHARASHTRA,Aurangabad,515,2,2,0
27,MAHARASHTRA,Thane,516,2,2,0
27,MAHARASHTRA,Thane,517,2,3,1
27,MAHARASHTRA,Mumbai (Suburban),518,3,3,0
27,MAHARASHTRA,Mumbai,519,3,3,0
27,MAHARASHTRA,Raigarh,520,1,3,1
27,MAHARASHTRA,Pune,521,3,3,0
27,MAHARASHTRA,Ahmadnagar,522,1,2,1
27,MAHARASHTRA,Bid,523,1,2,1
27,MAHARASHTRA,Latur,524,1,2,1
27,MAHARASHTRA,Osmanabad,525,1,2,1
27,MAHARASHTRA,Solapur,526,1,2,1
27,MAHARASHTRA,Satara,527,1,2,1
27,MAHARASHTRA,Ratnagiri,528,1,2,1
27,MAHARASHTRA,Sindhudurg,529,1,2,1
27,MAHARASHTRA,Kolhapur,530,2,3,1
27,MAHARASHTRA,Sangli,531,1,2,1
28,ANDHRA PRADESH,Adilabad,532,1,2,1
28,ANDHRA PRADESH,Nizamabad,533,1,2,1
28,ANDHRA PRADESH,Karimnagar,534,1,2,1
28,ANDHRA PRADESH,Medak,535,1,2,1
28,ANDHRA PRADESH,Hyderabad,536,3,3,0
28,ANDHRA PRADESH,Rangareddi,537,2,3,1
28,ANDHRA PRADESH,Mahbubnagar,538,1,2,1
28,ANDHRA PRADESH,Nalgonda,539,1,2,1
28,ANDHRA PRADESH,Warangal,540,1,2,1
28,ANDHRA PRADESH,Khammam,541,1,2,1
28,ANDHRA PRADESH,Srikakulam,542,1,2,1
28,ANDHRA PRADESH,Vizianagaram,543,1,2,1
28,ANDHRA PRADESH,Visakhapatnam,544,1,2,1
28,ANDHRA PRADESH,East Godavari,545,1,2,1
28,ANDHRA PRADESH,West Godavari,546,1,2,1
28,ANDHRA PRADESH,Krishna,547,1,2,1
28,ANDHRA PRADESH,Guntur,548,1,2,1
28,ANDHRA PRADESH,Prakasam,549,1,2,1
28,ANDHRA PRADESH,Nellore,550,1,2,1
28,ANDHRA PRADESH,Cuddapah,551,1,2,1
28,ANDHRA PRADESH,Kurnool,552,1,2,1
28,ANDHRA PRADESH,Anantapur,553,1,2,1
28,ANDHRA PRADESH,Chittoor,554,1,2,1
29,KARNATAKA,Belgaum,555,1,2,1
29,KARNATAKA,Bagalkot,556,1,2,1
29,KARNATAKA,Bijapur,557,1,2,1
29,KARNATAKA,Bidar,558,1,2,1
29,KARNATAKA,Raichur,559,1,2,1
29,KARNATAKA,Koppal ,560,1,2,1
29,KARNATAKA,Gadag,561,1,2,1
29,KARNATAKA,Dharwad,562,2,3,1
29,KARNATAKA,Uttara Kannada,563,1,2,1
29,KARNATAKA,Haveri,564,1,2,1
29,KARNATAKA,Bellary,565,1,2,1
29,KARNATAKA,Chitradurga,566,1,2,1
29,KARNATAKA,Davanagere ,567,1,2,1
29,KARNATAKA,Shimoga,568,2,3,1
29,KARNATAKA,Udupi,569,2,3,1
29,KARNATAKA,Chikmagalur,570,1,2,1
29,KARNATAKA,Tumkur,571,1,2,1
29,KARNATAKA,Bangalore,572,3,3,0
29,KARNATAKA,Mandya,573,1,2,1
29,KARNATAKA,Hassan,574,1,2,1
29,KARNATAKA,Dakshina Kannada,575,2,3,1
29,KARNATAKA,Kodagu,576,1,2,1
29,KARNATAKA,Mysore,577,1,3,1
29,KARNATAKA,Chamarajanagar,578,1,2,1
29,KARNATAKA,Gulbarga,579,1,2,1
29,KARNATAKA,Kolar,581,1,2,1
29,KARNATAKA,Bangalore Rural,583,1,2,1
30,GOA,North Goa ,585,3,3,0
30,GOA,South Goa,586,3,3,0
31,LAKSHADWEEP,Lakshadweep,587,2,3,1
32,KERALA,Kasaragod,588,1,3,1
32,KERALA,Kannur,589,1,3,1
32,KERALA,Wayanad,590,1,2,1
32,KERALA,Kozhikode,591,1,3,1
32,KERALA,Malappuram,592,1,2,1
32,KERALA,Palakkad,593,1,3,1
